ensembl_gene_id,percentage_gene_gc_content,external_gene_name,entrezgene_id
ENSG00000278764,53.19,Metazoa_SRP,
ENSG00000241984,50.86,RPL7AP2,
ENSG00000109184,40.07,DCUN1D4,23142
ENSG00000271631,36.89,AL139041.1,
ENSG00000228623,39.76,ZNF883,
ENSG00000259083,61.35,AL132639.3,
ENSG00000248315,35.79,MTND4LP2,
ENSG00000116016,46.71,EPAS1,2034
ENSG00000230052,37.13,MTND3P2,
ENSG00000137822,42.65,TUBGCP4,27229
ENSG00000100941,40.64,PNN,5411
ENSG00000233385,40.40,MTCO3P8,
ENSG00000227035,35.55,MTATP6P18,
ENSG00000177873,44.89,ZNF619,285267
ENSG00000234234,36.32,MTCO2P8,
ENSG00000234700,40.77,MTCO1P8,
ENSG00000230252,34.46,MTND2P4,
ENSG00000105607,51.37,GCDH,2639
ENSG00000235646,38.73,MTND1P2,
ENSG00000237906,43.19,MUPP,
ENSG00000229881,43.39,AC091685.1,
ENSG00000285447,37.57,ZNF883,169834
ENSG00000236976,45.37,AC091685.2,
ENSG00000136866,39.08,ZFP37,7539
ENSG00000213643,43.58,VN1R37P,
ENSG00000235227,45.32,VN1R38P,
ENSG00000279747,41.83,AC130456.6,
ENSG00000213644,70.78,SAPCD2P1,
ENSG00000223614,36.96,ZNF735,730291
ENSG00000103540,37.85,CCP110,9738
ENSG00000197123,41.99,ZNF679,168417
ENSG00000285115,76.78,AL162588.1,
ENSG00000284763,76.78,AL449105.1,
ENSG00000284962,76.78,AL449105.3,
ENSG00000285076,76.78,AL449105.4,
ENSG00000287699,45.63,AC073270.1,
ENSG00000284867,76.78,AL449105.2,
ENSG00000285370,76.78,AL449105.5,
ENSG00000225684,50.06,FAM225B,100128385
ENSG00000234444,38.43,ZNF736,728927
ENSG00000231528,54.06,FAM225A,286333
ENSG00000136867,48.03,SLC31A2,1318
ENSG00000166432,37.78,ZMAT1,84460
ENSG00000258671,58.95,AL132639.1,
ENSG00000270503,48.54,YTHDF2P1,
ENSG00000227986,40.73,TRIM60P18,
ENSG00000287985,45.03,AC073270.2,
ENSG00000228100,52.17,LINC01820,105374582
ENSG00000276650,35.11,AC022202.1,
ENSG00000177842,44.27,ZNF620,253639
ENSG00000187600,40.34,LINC02583,101805491
ENSG00000119321,41.17,FKBP15,23307
ENSG00000150527,38.45,MIA2,4253
ENSG00000232727,42.99,YWHAEP1,
ENSG00000284608,43.33,AC016912.2,
ENSG00000253515,44.36,AC016912.1,
ENSG00000241791,53.12,RN7SL817P,
ENSG00000223845,40.91,VN1R40P,
ENSG00000284701,47.50,TMEM247,388946
ENSG00000228014,33.15,ZNF680P1,
ENSG00000228653,46.41,HNRNPCP7,
ENSG00000250565,44.74,ATP6V1E2,90423
ENSG00000111676,55.53,ATN1,1822
ENSG00000173041,38.96,ZNF680,340252
ENSG00000240616,45.86,RPS6P25,
ENSG00000199906,38.94,RNU5B-2P,
ENSG00000119729,43.97,RHOQ,23433
ENSG00000252904,43.07,AC010359.1,
ENSG00000286314,39.27,AC010359.3,
ENSG00000161860,50.07,SYCE2,256126
ENSG00000172888,41.97,ZNF621,285268
ENSG00000285999,35.94,AC025442.2,
ENSG00000223974,40.25,BNIP3P42,
ENSG00000235349,44.76,AC016769.3,
ENSG00000213642,65.94,AC016769.1,
ENSG00000266721,45.88,MIR5695,100847016
ENSG00000224669,46.74,AC016769.2,
ENSG00000153914,35.50,SREK1,140890
ENSG00000235196,53.86,Z68868.1,
ENSG00000179115,53.91,FARSA,2193
ENSG00000252810,37.38,RNU6-345P,
ENSG00000276475,40.37,AC016769.4,
ENSG00000235976,43.88,H2BP8,
ENSG00000286456,45.13,AC016769.5,
ENSG00000287317,47.35,AC016769.6,
ENSG00000226119,39.56,C3orf49P1,
ENSG00000196247,39.91,ZNF107,51427
ENSG00000234901,33.27,MTND6P13,
ENSG00000184905,41.81,TCEAL2,140597
ENSG00000250116,39.61,RHOQ-AS1,100506142
ENSG00000111678,52.58,C12orf57,113246
ENSG00000151665,36.08,PIGF,5281
ENSG00000204071,58.24,TCEAL6,158931
ENSG00000243871,53.20,RN7SL487P,
ENSG00000251866,60.71,SCARNA21B,107397391
ENSG00000272510,37.28,AL121992.3,
ENSG00000116771,49.29,AGMAT,79814
ENSG00000067369,41.72,TP53BP1,7158
ENSG00000286794,42.99,Z70719.1,105373299
ENSG00000103544,45.10,VPS35L,57020
ENSG00000184515,49.91,BEX5,340542
ENSG00000271550,48.58,BNIP3P11,
ENSG00000275667,49.56,MIR6839,102465505
ENSG00000224172,49.20,AC091799.1,
ENSG00000277206,37.95,AC073349.3,
ENSG00000272173,53.60,U47924.2,
ENSG00000237301,46.61,AL121992.1,
ENSG00000238923,42.86,RNU7-1,100147744
ENSG00000197008,39.99,ZNF138,7697
ENSG00000251525,42.12,TCP11X3P,
ENSG00000234067,42.06,RPL5P10,
ENSG00000235084,61.30,CHCHD2P6,
ENSG00000252417,52.94,RNU7-179P,
ENSG00000268235,41.08,TCP11X1,100996631
ENSG00000136868,41.29,SLC31A1,1317
ENSG00000236500,48.89,CD24P1,
ENSG00000226845,50.93,EEF1GP3,
ENSG00000111679,57.71,PTPN6,5777
ENSG00000226302,39.86,AC122683.1,
ENSG00000197312,42.42,DDI2,84301
ENSG00000229072,50.92,HMGN2P24,
ENSG00000271231,56.00,KRT18P9,
ENSG00000231873,40.90,AC099560.1,
ENSG00000214810,48.25,CYCSP55,
ENSG00000234287,49.41,AC099560.2,
ENSG00000287415,45.13,AC099541.2,
ENSG00000137309,57.83,HMGA1,3159
ENSG00000233096,49.61,AC099541.1,
ENSG00000233919,44.75,AC009743.1,
ENSG00000269405,42.23,NXF2,56001
ENSG00000275256,36.22,MRPS31P1,
ENSG00000176386,43.06,CDC26,246184
ENSG00000215695,42.83,RSC1A1,6248
ENSG00000271742,52.34,AL121992.2,
ENSG00000287580,34.31,AC073349.4,
ENSG00000136875,42.31,PRPF4,9128
ENSG00000234338,49.34,AC073349.2,
ENSG00000182722,47.81,SEPHS1P1,
ENSG00000119878,39.04,CRIPT,9419
ENSG00000213640,52.62,EEF1DP4,
ENSG00000116786,52.01,PLEKHM2,23207
ENSG00000287869,52.87,AC073349.5,
ENSG00000198039,44.96,ZNF273,10793
ENSG00000273746,46.11,AC234791.1,
ENSG00000253744,66.25,AC025442.1,
ENSG00000284800,42.23,AC235565.2,
ENSG00000248846,46.59,LINC02065,
ENSG00000251391,42.07,AC092353.1,
ENSG00000279254,44.74,AC020604.1,
ENSG00000222005,40.09,LINC01118,388948
ENSG00000276404,46.88,MIR6835,102465502
ENSG00000186577,60.12,SMIM29,221491
ENSG00000171150,37.79,SOCS5,9655
ENSG00000286062,41.01,AC092353.2,
ENSG00000189316,64.10,AC073349.1,441239
ENSG00000250313,41.71,LINC02229,
ENSG00000234838,49.59,PPIAP78,
ENSG00000223476,38.37,VN1R42P,
ENSG00000269437,42.22,NXF2B,728343
ENSG00000239332,48.05,LINC01119,100134259
ENSG00000270948,52.68,MTDHP1,
ENSG00000168036,39.90,CTNNB1,1499
ENSG00000286342,46.28,AC073210.3,
ENSG00000207450,35.64,Y_RNA,
ENSG00000069020,39.20,MAST4,375449
ENSG00000226548,44.55,AC016722.1,
ENSG00000287959,48.20,AC021236.1,
ENSG00000152926,39.13,ZNF117,51351
ENSG00000152926,39.13,ZNF117,109504726
ENSG00000266975,51.06,FARSA-AS1,106144598
ENSG00000228925,43.95,AC016722.2,
ENSG00000179218,53.01,CALR,811
ENSG00000104738,45.80,MCM4,4173
ENSG00000180398,45.38,MCFD2,90411
ENSG00000213462,45.72,ERV3-1,2086
ENSG00000231590,46.13,AC235565.1,
ENSG00000201165,38.32,RNU6-1229P,
ENSG00000215029,41.24,TCP11X2,100996648
ENSG00000234585,40.65,CCT6P3,643180
ENSG00000250473,45.47,DUTP7,
ENSG00000272576,35.08,AC027271.1,
ENSG00000243929,47.62,AC104784.1,
ENSG00000188993,38.90,LRRC66,339977
ENSG00000163069,38.29,SGCB,6443
ENSG00000158164,43.03,TMSB15A,11013
ENSG00000176318,54.12,FOXN3P1,
ENSG00000196970,40.32,NXF4,55999
ENSG00000165188,49.82,RNF183,138065
ENSG00000239985,69.59,AC073210.2,
ENSG00000207344,42.54,SNORA22C,109616965
ENSG00000207062,36.30,SNORA15B-1,109616962
ENSG00000227113,47.39,AC073210.1,
ENSG00000251040,36.33,LINC02480,105377652
ENSG00000226002,42.99,GTF2IP14,
ENSG00000125962,45.27,ARMCX5,64860
ENSG00000274417,54.39,MIR6515,102466659
ENSG00000225339,46.30,AL354740.1,
ENSG00000267458,52.43,AC092069.1,
ENSG00000163071,40.31,SPATA18,132671
ENSG00000164669,39.72,INTS4P1,285905
ENSG00000179262,54.44,RAD23A,5886
ENSG00000220583,57.02,RPL35P2,
ENSG00000272325,42.12,NUDT3,11165
ENSG00000148225,43.39,WDR31,114987
ENSG00000271147,39.81,ARMCX5-GPRASP2,
ENSG00000237938,59.63,AL450998.2,
ENSG00000270800,43.33,RPS10-NUDT3,100529239
ENSG00000162461,58.97,SLC25A34,284723
ENSG00000237026,52.78,AC104073.2,
ENSG00000224459,57.99,SLC25A34-AS1,110806303
ENSG00000229064,50.33,AC104073.1,
ENSG00000162460,58.77,TMEM82,388595
ENSG00000282381,39.38,AC104073.4,
ENSG00000277544,40.59,AC104073.3,
ENSG00000231556,37.78,RSL24D1P3,
ENSG00000232906,33.95,AC092685.1,
ENSG00000270050,39.99,AL035427.1,
ENSG00000227211,50.57,H3P45,
ENSG00000146757,39.16,ZNF92,168374
ENSG00000198932,49.32,GPRASP1,9737
ENSG00000287999,40.06,AC097522.2,
ENSG00000251286,46.35,AC097522.1,
ENSG00000199924,39.42,RNU6-1252P,
ENSG00000162458,53.53,FBLIM1,54751
ENSG00000109189,41.36,USP46,64854
ENSG00000068724,50.88,TTC7A,57217
ENSG00000238124,44.29,AC114501.3,
ENSG00000226767,68.60,AC114501.1,
ENSG00000235421,39.66,AC114501.2,
ENSG00000286327,43.88,AL035427.2,
ENSG00000119411,46.76,BSPRY,54836
ENSG00000230386,36.49,AC104057.1,
ENSG00000124614,47.38,RPS10,6204
ENSG00000252294,38.32,RNU6-589P,
ENSG00000230320,37.64,BEND7P1,
ENSG00000158301,51.49,GPRASP2,114928
ENSG00000158301,51.49,GPRASP2,100528062
ENSG00000272693,42.54,AC073107.1,441242
ENSG00000273024,40.32,INTS4P2,
ENSG00000119431,54.87,HDHD3,81932
ENSG00000179271,54.98,GADD45GIP1,90480
ENSG00000179284,52.33,DAND5,199699
ENSG00000286237,43.38,ARMCX5-GPRASP2,100528062
ENSG00000257084,61.81,MIR200CHG,105369635
ENSG00000198908,42.71,BHLHB9,80823
ENSG00000207713,55.88,MIR200C,406985
ENSG00000207708,55.79,MIR141,406933
ENSG00000271969,55.07,U47924.1,
ENSG00000148218,51.37,ALAD,210
ENSG00000228409,40.94,CCT6P1,
ENSG00000008441,55.31,NFIX,4784
ENSG00000215021,53.14,PHB2,11331
ENSG00000234149,42.03,AC018511.2,
ENSG00000227186,40.28,AC018511.1,
ENSG00000188716,47.64,DUSP29,338599
ENSG00000285810,46.39,AC018511.5,
ENSG00000237882,47.49,PPIAP13,
ENSG00000079393,54.85,DUSP13,51207
ENSG00000206634,41.04,SNORA22,677807
ENSG00000206785,36.30,SNORA15B-2,109617022
ENSG00000223546,39.10,LINC00630,
ENSG00000275833,47.59,AC073107.2,
ENSG00000248866,49.93,USP46-DT,
ENSG00000224321,50.82,RPL12P14,
ENSG00000224316,43.38,GTF2IP5,
ENSG00000260120,39.87,AC104066.3,
ENSG00000233954,46.93,UQCRHL,440567
ENSG00000226950,45.54,DANCR,57291
ENSG00000178715,55.71,AL450998.1,
ENSG00000179743,50.48,FLJ37453,729614
ENSG00000200670,38.46,RNU6-912P,
ENSG00000236529,57.34,AC093582.1,
ENSG00000124507,51.35,PACSIN1,29993
ENSG00000201560,41.12,RNU6-973P,
ENSG00000065526,43.57,SPEN,23013
ENSG00000196715,41.25,VKORC1L1,154807
ENSG00000166963,52.57,MAP1A,4130
ENSG00000250302,42.63,LINC01618,152578
ENSG00000250302,42.63,LINC01618,107986281
ENSG00000148229,49.35,POLE3,54107
ENSG00000264585,86.36,MIR4449,100616436
ENSG00000286161,43.94,AC104066.4,
ENSG00000212588,45.90,SNORA26,677810
ENSG00000248375,42.21,AC104066.2,
ENSG00000232282,35.50,MTND1P32,
ENSG00000226887,41.30,ERVMER34-1,100288413
ENSG00000229954,35.17,MTND2P2,
ENSG00000237300,38.79,MTCO1P19,
ENSG00000169919,51.96,GUSB,2990
ENSG00000237628,32.27,MTCO2P19,
ENSG00000212490,45.53,AC104066.1,
ENSG00000199901,43.14,Y_RNA,
ENSG00000228316,39.48,MTATP6P19,
ENSG00000128045,47.58,RASL11B,65997
ENSG00000224471,37.07,MTCO3P19,
ENSG00000168781,44.61,PPIP5K1,9677
ENSG00000157653,43.34,C9orf43,257169
ENSG00000226056,36.21,MTND4P32,
ENSG00000234886,33.12,MTND5P26,
ENSG00000248803,49.03,AC092349.1,
ENSG00000249057,34.50,MAST4-IT1,
ENSG00000227649,31.06,MTND6P32,
ENSG00000184178,39.78,SCFD2,152579
ENSG00000229794,34.32,MTCYBP32,
ENSG00000229666,38.86,MAST4-AS1,
ENSG00000134061,42.96,CD180,4064
ENSG00000239407,38.60,Z68871.1,
ENSG00000270620,39.34,AL034555.1,
ENSG00000102128,56.66,RAB40AL,282808
ENSG00000251206,46.92,AC010420.1,
ENSG00000286647,41.94,AC008459.1,
ENSG00000234050,42.30,Z95624.1,
ENSG00000116809,51.22,ZBTB17,7709
ENSG00000249364,37.52,AC112206.2,101928858
ENSG00000286846,39.59,Z93943.1,
ENSG00000238795,57.78,SCARNA12,677777
ENSG00000248115,42.94,AC023154.1,
ENSG00000126749,45.52,EMG1,10436
ENSG00000224632,42.48,NUDT19P2,
ENSG00000124664,57.98,SPDEF,25803
ENSG00000133169,56.28,BEX1,55859
ENSG00000207385,38.32,RNU6-310P,
ENSG00000145216,35.71,FIP1L1,81608
ENSG00000147206,44.26,NXF3,56000
ENSG00000196114,57.14,IFITM3P3,
ENSG00000196821,41.83,ILRUN,64771
ENSG00000250978,35.26,AC079467.1,
ENSG00000239870,44.86,AC112206.1,
ENSG00000249736,40.66,LINC02242,105379006
ENSG00000249238,47.01,BCL9P1,
ENSG00000250669,37.78,AC112206.4,
ENSG00000138835,48.79,RGS3,5998
ENSG00000249721,42.67,AC112206.3,
ENSG00000250421,38.34,AC106798.1,
ENSG00000249894,37.87,AC024581.1,
ENSG00000276571,34.77,AC002550.2,
ENSG00000273860,46.03,AC024581.2,
ENSG00000103550,51.83,KNOP1,400506
ENSG00000216636,40.08,RPL7P25,
ENSG00000253801,37.72,AC010376.1,
ENSG00000265123,54.17,RN7SL200P,
ENSG00000252108,41.86,RNU6-1232P,
ENSG00000220643,50.30,AL031577.1,
ENSG00000213864,45.86,EEF1B2P2,
ENSG00000253787,41.49,LINC02219,102467655
ENSG00000272288,62.48,ILRUN-AS1,101929243
ENSG00000111684,44.18,LPCAT3,10162
ENSG00000156671,43.24,SAMD8,142891
ENSG00000186328,53.05,AL451165.1,
ENSG00000145675,39.20,PIK3R1,5295
ENSG00000217130,52.01,AL139100.1,
ENSG00000124562,42.54,SNRPC,6631
ENSG00000261312,53.61,AC002550.1,
ENSG00000224365,34.71,AC073261.1,
ENSG00000229886,42.34,AC068533.2,
ENSG00000205596,44.58,AC068533.1,
ENSG00000174628,43.85,IQCK,124152
ENSG00000232437,47.21,RPS26P42,
ENSG00000165637,44.04,VDAC2,7417
ENSG00000126522,54.28,ASL,435
ENSG00000222522,39.81,RNU6-519P,
ENSG00000169139,42.29,UBE2V2,7336
ENSG00000065060,42.65,UHRF1BP1,54887
ENSG00000226241,36.59,Z75746.1,
ENSG00000234607,45.83,AL355994.4,
ENSG00000233071,47.87,RPSAP59,
ENSG00000231353,37.69,AL355994.1,
ENSG00000275503,62.71,AL355994.5,
ENSG00000267417,50.82,AC138474.1,
ENSG00000102409,51.94,BEX4,56271
ENSG00000224966,62.20,TBC1D3P6,
ENSG00000267610,60.33,AC007787.1,
ENSG00000279044,55.26,AC007787.2,
ENSG00000183888,52.32,SRARP,149563
ENSG00000104903,62.10,LYL1,4066
ENSG00000233078,54.69,AL355994.3,
ENSG00000173641,61.04,HSPB7,27129
ENSG00000180964,46.36,TCEAL8,90843
ENSG00000104907,53.66,TRMT1,55621
ENSG00000261195,42.98,AC027130.1,
ENSG00000261939,35.20,LARP7P2,
ENSG00000167191,51.08,GPRC5B,51704
ENSG00000206717,44.90,Y_RNA,
ENSG00000252106,35.05,RNY3P15,
ENSG00000224692,41.88,Z68694.1,
ENSG00000064995,41.17,TAF11,6882
ENSG00000204065,50.23,TCEAL5,340543
ENSG00000133134,56.74,BEX2,84707
ENSG00000258940,49.89,AL132639.2,100288846
ENSG00000271424,54.18,GLRX5P3,
ENSG00000064999,44.93,ANKS1A,23294
ENSG00000259100,45.85,COILP1,
ENSG00000165355,38.98,FBXO33,254170
ENSG00000186510,59.91,CLCNKA,1187
ENSG00000282278,40.96,AC058822.1,
ENSG00000182326,45.02,C1S,716
ENSG00000182916,44.23,TCEAL7,56849
ENSG00000258526,36.68,AL049828.1,
ENSG00000072201,41.42,LNX1,84708
ENSG00000238049,42.54,Z92846.1,
ENSG00000253843,52.44,AC104989.1,
ENSG00000185222,43.77,TCEAL9,51186
ENSG00000253654,37.67,IDI1P2,
ENSG00000252710,43.27,RNU6-295P,
ENSG00000277418,54.90,RNA5SP531,
ENSG00000180269,44.23,GPR139,124274
ENSG00000224594,54.78,RPL29P19,
ENSG00000279881,51.74,AC041040.1,
ENSG00000277211,50.73,AC092132.2,
ENSG00000253140,42.37,AC026904.1,
ENSG00000263253,44.43,AC092132.1,
ENSG00000166681,55.59,BEX3,27018
ENSG00000227624,39.86,SNRPEP3,
ENSG00000253688,49.30,AC026904.2,
ENSG00000169347,45.17,GP2,2813
ENSG00000253608,43.55,AC022915.2,101929268
ENSG00000233858,50.20,LINC02599,
ENSG00000286123,35.35,AL049828.2,
ENSG00000286099,34.34,AL390800.1,
ENSG00000253702,41.31,LINC02847,
ENSG00000253455,47.57,AC022915.1,
ENSG00000253892,37.98,AC022915.3,
ENSG00000251363,33.87,LINC02315,
ENSG00000034239,40.09,EFCAB1,79645
ENSG00000258385,33.03,AL391516.1,
ENSG00000279972,27.70,AL356596.1,
ENSG00000258901,36.04,AL121821.3,
ENSG00000258636,34.04,AL121821.2,
ENSG00000251858,40.31,AL121821.1,
ENSG00000281091,42.30,AL117327.1,
ENSG00000165379,34.67,LRFN5,145581
ENSG00000234405,39.22,Z69733.1,
ENSG00000250930,42.40,LNX1-AS1,100873939
ENSG00000172476,39.11,RAB40A,142684
ENSG00000173966,60.30,AC095040.1,
ENSG00000248494,43.77,LNX1-AS2,
ENSG00000287619,34.29,AL021308.1,
ENSG00000258536,45.54,FKBP1BP1,
ENSG00000187762,42.26,HSPE1P11,
ENSG00000249341,41.01,AC124017.1,100506444
ENSG00000259149,33.12,AL445074.1,
ENSG00000258394,34.14,AL442163.1,
ENSG00000133142,39.32,TCEAL4,79921
ENSG00000286550,48.01,AL591002.1,
ENSG00000258850,34.10,AL450442.1,
ENSG00000249706,43.24,AC105384.1,
ENSG00000273870,45.25,AL138721.1,
ENSG00000258505,35.35,AL442163.2,
ENSG00000258622,43.59,AL442163.3,
ENSG00000286878,49.06,AC100805.1,
ENSG00000272814,52.19,AC093732.2,
ENSG00000250815,53.28,AC105384.2,
ENSG00000233845,51.47,AC093732.1,
ENSG00000233109,40.43,AC013701.1,
ENSG00000160877,55.36,NACC1,112939
ENSG00000229585,43.86,RPL21P44,
ENSG00000258934,42.45,YWHAQP1,
ENSG00000239605,47.28,STPG4,285051
ENSG00000272650,28.52,AC110792.3,
ENSG00000019549,40.53,SNAI2,6591
ENSG00000259047,36.04,AL163153.1,
ENSG00000109220,36.69,CHIC2,26511
ENSG00000258406,50.23,TUBBP3,
ENSG00000259051,51.95,HNRNPUP1,
ENSG00000124678,43.16,TCP11,6954
ENSG00000287788,43.75,AC013701.2,
ENSG00000286464,34.37,AL583809.1,
ENSG00000286701,37.17,AC044893.2,
ENSG00000266897,51.19,AC005546.1,
ENSG00000258828,53.07,KRT8P2,
ENSG00000168333,38.86,PPDPFL,492307
ENSG00000267512,61.01,AC011446.1,
ENSG00000258387,41.32,AL358913.1,
ENSG00000251044,37.69,AC024579.1,
ENSG00000258894,39.15,ARHGAP16P,
ENSG00000250237,40.91,AC010273.3,
ENSG00000258969,35.24,LINC02307,
ENSG00000273269,44.84,AC073283.3,
ENSG00000104915,55.36,STX10,8677
ENSG00000248884,42.69,AC010280.2,
ENSG00000259019,46.15,EIF4BP1,
ENSG00000248359,40.58,AC010280.1,
ENSG00000259137,41.49,AL109766.1,
ENSG00000232456,58.74,AL355994.2,
ENSG00000225187,58.00,AC073283.1,
ENSG00000259148,39.20,YWHAZP1,
ENSG00000249588,40.41,AC010280.3,
ENSG00000259126,33.31,AL161752.1,
ENSG00000249335,40.44,AC093523.1,
ENSG00000184908,59.26,CLCNKB,1188
ENSG00000269506,31.78,AC110792.2,
ENSG00000258487,38.47,LINC02277,
ENSG00000279894,36.31,Z73965.1,
ENSG00000287534,42.05,AC110792.4,
ENSG00000143933,40.15,CALM2,805
ENSG00000250289,44.89,VWA8P1,
ENSG00000251105,40.18,AC110792.1,
ENSG00000212249,37.31,U8,
ENSG00000196507,41.11,TCEAL3,85012
ENSG00000250066,44.26,AC093248.1,
ENSG00000189139,45.39,FSCB,84075
ENSG00000276309,50.64,RN7SKP251,
ENSG00000249352,40.37,LINC02198,
ENSG00000258747,37.16,AL356022.1,105370473
ENSG00000250147,45.22,MORF4L2P1,
ENSG00000258998,37.04,LINC02302,
ENSG00000180613,58.17,GSX2,170825
ENSG00000259000,38.77,DOCK11P1,
ENSG00000224031,37.41,TCEAL3-AS1,
ENSG00000249183,40.94,SUMO2P4,
ENSG00000258633,40.19,AL049870.2,
ENSG00000172465,50.67,TCEAL1,9338
ENSG00000258509,53.25,AL049870.1,
ENSG00000259046,42.59,RRAGAP1,
ENSG00000242670,39.77,RPL22P13,
ENSG00000145740,39.23,SLC30A5,64924
ENSG00000179476,36.67,C14orf28,122525
ENSG00000134853,43.66,PDGFRA,5156
ENSG00000253474,36.65,AC044893.1,
ENSG00000180284,39.78,CNEP1R1P1,
ENSG00000165644,69.16,COMTD1,118881
ENSG00000123562,39.39,MORF4L2,9643
ENSG00000258949,36.63,AL049870.3,
ENSG00000199640,48.52,RN7SKP294,
ENSG00000254268,44.19,RFPL4AP7,
ENSG00000179454,37.29,KLHL28,54813
ENSG00000253380,35.71,AC090155.2,100507464
ENSG00000253206,34.94,AC090155.1,
ENSG00000253810,45.48,PSAT1P1,
ENSG00000253484,39.15,AC113145.1,
ENSG00000271148,34.08,AC023762.1,
ENSG00000226051,45.28,ZNF503-AS1,253264
ENSG00000147481,35.87,SNTG1,54212
ENSG00000198718,37.86,TOGARAM1,23116
ENSG00000169344,46.39,UMOD,7369
ENSG00000239701,43.64,AC006512.1,
ENSG00000257078,51.85,AC006512.2,
ENSG00000159403,51.55,C1R,715
ENSG00000185519,57.98,FAM131C,348487
ENSG00000227271,44.81,RPL39P25,
ENSG00000233313,63.47,HMGA1P5,
ENSG00000160888,62.36,IER2,9592
ENSG00000270087,45.92,AC010997.3,
ENSG00000223428,55.71,AC010997.1,
ENSG00000287296,58.76,AC011446.3,
ENSG00000142627,57.33,EPHA2,1969
ENSG00000267598,69.63,AC011446.2,
ENSG00000236797,44.25,SPA17P1,
ENSG00000165655,61.14,ZNF503,84858
ENSG00000213253,51.81,RPL12P42,
ENSG00000231154,42.50,MORF4L2-AS1,
ENSG00000188828,46.81,GLRA4,
ENSG00000237149,59.66,ZNF503-AS2,100131213
ENSG00000273248,61.02,AC010997.5,
ENSG00000272692,52.65,AC010997.4,
ENSG00000249319,47.23,AC068533.4,
ENSG00000236842,58.64,AC010997.2,
ENSG00000141499,50.13,WRAP53,55135
ENSG00000148655,41.11,LRMDA,83938
ENSG00000248664,38.47,AC010273.2,
ENSG00000220986,62.69,AC010273.1,
ENSG00000280894,63.64,SNORA50D,109616958
ENSG00000134057,43.43,CCNB1,891
ENSG00000241258,45.00,CRCP,27297
ENSG00000227959,61.07,AL451042.2,
ENSG00000224621,50.57,AL451042.1,
ENSG00000234166,49.40,ARHGEF19-AS1,
ENSG00000142632,57.34,ARHGEF19,128272
ENSG00000278147,42.82,AL121809.2,
ENSG00000249163,43.52,AL121809.1,
ENSG00000288597,42.08,AC234782.2,
ENSG00000185246,36.34,PRPF39,55015
ENSG00000279814,40.97,AC010997.6,
ENSG00000248184,40.04,LINC02283,
ENSG00000207583,38.54,MIR606,693191
ENSG00000286715,40.74,AL589863.2,
ENSG00000248518,45.27,AC098587.1,
ENSG00000251264,37.99,AC098868.1,
ENSG00000268659,45.48,AL589863.1,
ENSG00000141837,47.43,CACNA1A,773
ENSG00000250456,40.86,LINC02260,339978
ENSG00000228280,44.00,AL731568.1,
ENSG00000169340,45.11,PDILT,204474
ENSG00000265486,51.79,RN7SL518P,
ENSG00000157404,40.87,KIT,3815
ENSG00000201954,36.54,RNU6-673P,
ENSG00000278992,48.07,AC012048.1,
ENSG00000230575,43.06,AC013286.1,
ENSG00000269256,39.58,AC024603.1,
ENSG00000252888,42.86,AC013738.1,
ENSG00000224948,53.40,ATP5MC1P8,
ENSG00000276859,65.05,AL132655.7,
ENSG00000276722,56.14,AL132655.6,
ENSG00000274491,62.50,AL132655.4,
ENSG00000275069,70.25,AL132655.5,
ENSG00000225806,44.16,AL121917.1,
ENSG00000237276,54.07,ANO7L1,
ENSG00000263237,46.33,AC106796.1,
ENSG00000179363,46.96,TMEM31,203562
ENSG00000270951,46.67,AL121917.2,
ENSG00000183549,42.36,ACSM5,54988
ENSG00000285091,41.82,AL109840.2,
ENSG00000284985,48.04,AL109840.1,
ENSG00000288398,56.35,AL109627.1,
ENSG00000101158,48.57,NELFCD,51497
ENSG00000132881,54.10,CPLANE2,79363
ENSG00000123560,44.51,PLP1,5354
ENSG00000156113,43.94,KCNMA1,3778
ENSG00000280187,46.44,AC022107.1,
ENSG00000234185,44.65,AC068533.3,
ENSG00000153044,42.62,CENPH,64946
ENSG00000169902,42.21,TPST1,8460
ENSG00000233929,60.75,MT1XP1,
ENSG00000037637,43.86,FBXO42,54455
ENSG00000234690,46.05,EPCAM-DT,101927043
ENSG00000249727,39.94,AC097494.1,
ENSG00000251256,41.90,LINC02358,
ENSG00000248317,42.35,AC111194.1,
ENSG00000244422,42.25,RPL38P3,
ENSG00000226087,47.37,AC073283.2,
ENSG00000252815,42.06,RNU6-410P,
ENSG00000250646,40.25,AC111194.2,
ENSG00000244034,49.83,RN7SL424P,
ENSG00000236824,53.00,BCYRN1,618
ENSG00000128052,40.69,KDR,3791
ENSG00000262995,44.51,AC137056.1,
ENSG00000119888,44.35,EPCAM,4072
ENSG00000108947,58.11,EFNB3,1949
ENSG00000055070,48.10,SZRD1,26099
ENSG00000183747,40.51,ACSM2A,123876
ENSG00000252126,39.29,RNU6-313P,
ENSG00000179406,44.08,LINC00174,285908
ENSG00000134056,42.50,MRPS36,92259
ENSG00000212615,33.33,SNORD58,
ENSG00000239043,36.05,SNORD127,
ENSG00000139178,49.05,C1RL,51279
ENSG00000100442,40.63,FKBP3,2287
ENSG00000183914,48.43,DNAH2,146754
ENSG00000237073,52.20,AL162727.2,
ENSG00000282897,56.23,AL162727.3,
ENSG00000233817,50.84,AL162727.1,
ENSG00000134058,40.47,CDK7,1022
ENSG00000227482,48.47,AL157702.2,
