Gene_stable_ID,Gene_name,Gene end (bp),Gene start (bp),Gene_length
ENSG00000110665,C11orf21,2303049,2295628,7421
ENSG00000283842,MIR4751,49933137,49933064,73
ENSG00000161640,SIGLEC11,49961172,49948985,12187
ENSG00000234890,HNRNPDLP2,158425303,158419955,5348
ENSG00000229935,MTCYBP9,155314368,155314066,302
ENSG00000207193,Y_RNA,16232330,16232231,99
ENSG00000270100,,20678932,20678254,678
ENSG00000137198,GMPR,16295549,16238587,56962
ENSG00000135374,ELF5,34525193,34478791,46402
ENSG00000144028,SNRNP200,96321271,96274338,46933
ENSG00000277535,,119076373,119072960,3413
ENSG00000282024,,16264553,16259101,5452
ENSG00000229931,ATXN1-AS1,16762652,16761138,1514
ENSG00000056998,GYG2,2882820,2828822,53998
ENSG00000078081,LAMP3,183163839,183122215,41624
ENSG00000272341,,16766883,16764346,2537
ENSG00000224582,LINC01015,29533665,29528721,4944
ENSG00000221125,U3,49949527,49949316,211
ENSG00000229281,GPR53P,29538787,29537704,1083
ENSG00000224335,,148234489,148234273,216
ENSG00000237988,OR2I1P,29557721,29550407,7314
ENSG00000287190,,146052244,146050441,1803
ENSG00000277702,,143420207,143419625,582
ENSG00000213886,UBD,29559732,29555515,4217
ENSG00000105053,VRK3,50025946,49976468,49478
ENSG00000143398,PIP5K1A,151249536,151197949,51587
ENSG00000231516,CBX1P5,166811567,166811009,558
ENSG00000213169,,174378005,174377244,761
ENSG00000175054,ATR,142578733,142449007,129726
ENSG00000204681,GABBR1,29633976,29555629,78347
ENSG00000180019,,112446375,112446086,289
ENSG00000288634,,112450645,112450487,158
ENSG00000181016,LSMEM1,112491062,112480853,10209
ENSG00000273180,,183076033,183075480,553
ENSG00000248174,LINC02268,174220398,174091766,128632
ENSG00000269970,,122372825,122372605,220
ENSG00000287083,,180059792,179923773,136019
ENSG00000235149,,185919460,185918140,1320
ENSG00000107186,MPDZ,13279692,13105706,173986
ENSG00000149269,PAK1,77474635,77322017,152618
ENSG00000168310,IRF2,184474550,184387729,86821
ENSG00000182965,NPM1P14,112521670,112520488,1182
ENSG00000164867,NOS3,151014588,150991017,23571
ENSG00000278949,,132867958,132865855,2103
ENSG00000229186,ADAM1A,111901391,111899263,2128
ENSG00000256085,,129522763,129521303,1460
ENSG00000239881,RPS27P25,120371688,120369440,2248
ENSG00000250208,FZD10-AS1,130162256,130144315,17941
ENSG00000257781,,115799936,115755262,44674
ENSG00000276487,,128191495,128187225,4270
ENSG00000279976,,130963028,130962175,853
ENSG00000135678,CPM,68971570,68842197,129373
ENSG00000133935,ERG28,75660876,75649791,11085
ENSG00000283629,,76152627,76131707,20920
ENSG00000235483,GYG2-AS1,2853760,2852740,1020
ENSG00000089916,GPATCH2L,76254342,76151916,102426
ENSG00000006756,ARSD,2929349,2903972,25377
ENSG00000213331,,187971284,187970273,1011
ENSG00000280757,DUX4L1,190085686,190084412,1274
ENSG00000251418,ASS1P8,148527139,148526493,646
ENSG00000272784,,183095056,183094423,633
ENSG00000250725,,165665671,165664350,1321
ENSG00000272297,,186555328,186426546,128782
ENSG00000249378,LINC01060,188681051,188400736,280315
ENSG00000236140,,145287755,145286610,1145
ENSG00000228084,,99969864,99968383,1481
ENSG00000225075,,112696621,112693688,2933
ENSG00000229851,ARSD-AS1,2906081,2904904,1177
ENSG00000196505,GDAP2,117929621,117863485,66136
ENSG00000205667,ARSH,3034111,3006546,27565
ENSG00000062096,ARSF,3112727,3041471,71256
ENSG00000257844,KRT90P,52421867,52411742,10125
ENSG00000286292,,184490293,184484141,6152
ENSG00000272744,,183517527,183516894,633
ENSG00000249901,,158509908,158490766,19142
ENSG00000250266,LINC01612,170283723,170226535,57188
ENSG00000256136,,8407195,8406833,362
ENSG00000111450,STX2,130839266,130789600,49666
ENSG00000248206,,183996680,183987669,9011
ENSG00000227765,MYL12BP2,184299640,184299129,511
ENSG00000250327,RPSAP70,186158843,186157896,947
ENSG00000239228,RN7SL578P,3058502,3058220,282
ENSG00000230249,RPS24P21,3113596,3112900,696
ENSG00000164129,NPY5R,163351934,163343892,8042
ENSG00000165240,ATP7A,78050395,77910656,139739
ENSG00000117360,PRPF3,150353233,150321479,31754
ENSG00000251297,TUBB7P,189984871,189982523,2348
ENSG00000258454,,76263474,76235817,27657
ENSG00000280078,,76283103,76279173,3930
ENSG00000249074,NDUFB2P1,154724880,154724586,294
ENSG00000258402,,76310066,76280943,29123
ENSG00000280250,,146232267,146231892,375
ENSG00000241877,,178287285,178286695,590
ENSG00000119650,IFT43,76084585,75902136,182449
ENSG00000164123,C4orf45,159038760,158893134,145626
ENSG00000251128,WWC2-AS1,183240634,183233628,7006
ENSG00000231171,LINC01098,178028971,177728757,300214
ENSG00000268471,MIR4453HG,152539263,152536264,2999
ENSG00000280284,,156876820,156876435,385
ENSG00000229894,GK3P,165279679,165277812,1867
ENSG00000235902,,185675417,185665885,9532
ENSG00000248431,,162907428,162705359,202069
ENSG00000287226,,158094763,157929071,165692
ENSG00000239467,,170778729,170766878,11851
ENSG00000248197,LINC00290,181159149,181064089,95060
ENSG00000251407,MTND1P22,155463823,155462873,950
ENSG00000249056,,184559783,184559175,608
ENSG00000286371,,147159068,147060613,98455
ENSG00000287433,,184106038,184100482,5556
ENSG00000248816,,182708042,182697902,10140
ENSG00000204603,LINC01257,131232940,131165011,67929
ENSG00000038295,TLL1,166104457,165873237,231220
ENSG00000242986,RPL21P99,29658798,29658376,422
ENSG00000280200,,130978812,130976786,2026
ENSG00000258034,,115962733,115961187,1546
ENSG00000213222,TOMM40P4,131724279,131723253,1026
ENSG00000100503,NIN,50831162,50719763,111399
ENSG00000257286,,113192161,113185624,6537
ENSG00000256542,,132280900,132277349,3551
ENSG00000244390,RPS6P22,59020894,59020169,725
ENSG00000284862,CCDC39,180684942,180602858,82084
ENSG00000256250,,130812438,130810606,1832
ENSG00000244060,RPS2P41,111880249,111879338,911
ENSG00000110887,DAO,108901043,108858932,42111
ENSG00000253144,,179083194,179082680,514
ENSG00000250015,,116304134,116302354,1780
ENSG00000181652,ATG9B,151024499,151012209,12290
ENSG00000136718,IMP4,130347967,130342877,5090
ENSG00000248275,TRIM52-AS1,181272307,181261169,11138
ENSG00000049449,RCN1,32105722,32091074,14648
ENSG00000160882,CYP11B1,142879846,142872356,7490
ENSG00000154451,GBP5,89272804,89258950,13854
ENSG00000181867,FTMT,121852833,121851882,951
ENSG00000274813,,178825571,178825382,189
ENSG00000102144,PGK1,78129295,77910739,218556
ENSG00000170091,NSG2,174243501,174045706,197795
ENSG00000175077,RTP1,187201462,187197486,3976
ENSG00000137710,RDX,110296712,109864295,432417
ENSG00000273181,,184133561,184132942,619
ENSG00000248503,,77964890,77910741,54149
ENSG00000269889,,169772043,169769649,2394
ENSG00000238020,HTR3E-AS1,184105178,184095118,10060
ENSG00000226784,PGAM4,77969638,77967949,1689
ENSG00000187325,TAF9B,78139650,78129748,9902
ENSG00000243433,,151029754,151028781,973
ENSG00000173226,IQCB1,121835079,121769761,65318
ENSG00000213199,ASIC3,151052756,151048292,4464
ENSG00000225652,KCNMA1-AS3,77376613,77350851,25762
ENSG00000165471,MBL2,52772784,52765380,7404
ENSG00000223592,FNDC3CP,78172422,78165696,6726
ENSG00000225871,,148436926,148435105,1821
ENSG00000223489,NEFHP1,116742609,116739981,2628
ENSG00000023839,ABCC2,99852594,99782640,69954
ENSG00000118655,DCLRE1B,113914086,113905213,8873
ENSG00000147050,KDM6A,45112779,44873188,239591
ENSG00000129696,TTI2,33513185,33473386,39799
ENSG00000276729,Metazoa_SRP,50019320,50019019,301
ENSG00000230546,,58084559,58084419,140
ENSG00000142528,ZNF473,50053414,50025714,27700
ENSG00000248400,ST13P12,82977153,82968888,8265
ENSG00000113580,NR3C1,143435512,143277931,157581
ENSG00000269713,NBPF9,149103561,149054027,49534
ENSG00000287298,,169923442,169921417,2025
ENSG00000249284,,175290767,175286605,4162
ENSG00000256262,USP30-AS1,109053952,109052350,1602
ENSG00000164114,MAP9,155376970,155342658,34312
ENSG00000249641,HOXC13-AS,53939643,53935328,4315
ENSG00000256204,,130978768,130977562,1206
ENSG00000257281,,108282235,108281103,1132
ENSG00000250280,,65286728,65281657,5071
ENSG00000256299,,130812622,130810821,1801
ENSG00000269091,,50051062,50043196,7866
ENSG00000257956,NOP56P3,79559166,79558782,384
ENSG00000236681,DSTNP5,204307364,204306842,522
ENSG00000204666,,50066793,50050589,16204
ENSG00000205268,PDE7A,65842322,65714334,127988
ENSG00000173093,CCDC63,110907535,110846769,60766
ENSG00000269540,,50060232,50058882,1350
ENSG00000267890,,50075902,50075123,779
ENSG00000144152,FBLN7,112188218,112138385,49833
ENSG00000287001,,50148230,50136859,11371
ENSG00000161643,SIGLEC16,49975819,49969600,6219
ENSG00000204653,ASPDH,50514690,50511600,3090
ENSG00000270554,,182844619,182843521,1098
ENSG00000235294,RPL7AP25,181505879,181505075,804
ENSG00000242097,,151762011,151759747,2264
ENSG00000288032,,155890729,155886615,4114
ENSG00000234371,RPSAP31,183888449,183884924,3525
ENSG00000271711,,150611877,150611262,615
ENSG00000285798,,148079637,148028046,51591
ENSG00000223941,LINC01014,178457309,178419201,38108
ENSG00000157399,ARSL,2968475,2934045,34430
ENSG00000243486,,153940836,153881526,59310
ENSG00000131409,LRRC4B,50568435,50516892,51543
ENSG00000230362,ACTG1P23,175978570,175977497,1073
ENSG00000189014,SHLD2P3,47730436,47689707,40729
ENSG00000164885,CDK5,151057897,151053815,4082
ENSG00000169359,SLC33A1,155854456,155821024,33432
ENSG00000276544,RN7SL453P,47692727,47692399,328
ENSG00000226964,RHEBP2,47706802,47706203,599
ENSG00000276850,,47991877,47908064,83813
ENSG00000271583,,146834038,146833501,537
ENSG00000287147,,138975006,138917204,57802
ENSG00000287832,,100652567,100642444,10123
ENSG00000264717,NPY4R2,47923524,47918739,4785
ENSG00000230482,ATP5MC2P3,197263535,197263111,424
ENSG00000271635,DBF4P2,111559937,111558413,1524
ENSG00000268231,,50557969,50555370,2599
ENSG00000213023,SYT3,50639881,50621307,18574
ENSG00000188738,FSIP2,185833290,185738804,94486
ENSG00000273760,,47973496,47970043,3453
ENSG00000276430,FAM25C,47999791,47995322,4469
ENSG00000265018,AGAP12P,48031640,48009873,21767
ENSG00000213174,,170654259,170653846,413
ENSG00000228561,,177691250,177683627,7623
ENSG00000243593,LINC02049,120836360,120833440,2920
ENSG00000243886,,137536142,137535572,570
ENSG00000244346,,182956307,182950783,5524
ENSG00000145075,CCDC39,180870933,180614008,256925
ENSG00000158301,GPRASP2,102717733,102712445,5288
ENSG00000252149,RNA5SP315,48040577,48040462,115
ENSG00000258024,OR5BT1P,48386265,48385417,848
ENSG00000270025,BMS1P7,48060016,48050282,9734
ENSG00000257046,SLCO1B3-SLCO1B7,21090245,20815674,274571
ENSG00000201548,Y_RNA,88585733,88585638,95
ENSG00000204022,LIPJ,88606976,88586753,20223
ENSG00000250170,RASA2-IT1,141526121,141525133,988
ENSG00000270981,,157231208,157230320,888
ENSG00000242816,,117794384,117719859,74525
ENSG00000228213,NLGN1-AS1,173920796,173910498,10298
ENSG00000232282,MTND1P32,102786604,102785667,937
ENSG00000235034,C19orf81,50659310,50649445,9865
ENSG00000229954,MTND2P2,102788387,102786813,1574
ENSG00000237300,MTCO1P19,102797093,102796251,842
ENSG00000279305,,154337047,154334809,2238
ENSG00000242479,,142452149,142450102,2047
ENSG00000234199,LINC01191,114007304,113970719,36585
ENSG00000287605,,182158313,182149430,8883
ENSG00000240246,RPL32P8,149433274,149433044,230
ENSG00000244247,LINC01995,182536772,182498187,38585
ENSG00000237628,MTCO2P19,102798128,102797531,597
ENSG00000237205,RPL7P34,88618934,88618223,711
ENSG00000223947,,101002244,100993676,8568
ENSG00000182333,LIPF,88678814,88664441,14373
ENSG00000228374,RPL9P13,139733282,139732708,574
ENSG00000241098,LINC01994,182486364,182446970,39394
ENSG00000105472,CLEC11A,50725718,50723364,2354
ENSG00000228316,MTATP6P19,102799560,102798396,1164
ENSG00000243687,RPL35AP10,160343015,160342685,330
ENSG00000224471,MTCO3P19,102799883,102799563,320
ENSG00000226056,MTND4P32,102801399,102799942,1457
ENSG00000168702,LRP1B,142131016,140231423,1899593
ENSG00000234886,MTND5P26,102806138,102803041,3097
ENSG00000227649,MTND6P32,102806646,102806164,482
ENSG00000229794,MTCYBP32,102807824,102806741,1083
ENSG00000202304,RNU6-1130P,130310178,130310072,106
ENSG00000197584,KCNMB2,178844429,178272932,571497
ENSG00000109576,AADAT,170091699,170060222,31477
ENSG00000225046,,130331069,130330857,212
ENSG00000288608,,151061978,151061928,50
ENSG00000102078,SLC25A14,130373361,130339888,33473
ENSG00000244151,,151076530,151074742,1788
ENSG00000164896,FASTK,151080866,151076593,4273
ENSG00000269565,GPR32P1,50759192,50758382,810
ENSG00000142511,GPR32,50771732,50770464,1268
ENSG00000142513,ACP4,50795219,50790415,4804
ENSG00000168040,FADD,70207390,70203296,4094
ENSG00000268375,,50793584,50792685,899
ENSG00000003989,SLC7A2,17570573,17497088,73485
ENSG00000167747,C19orf48,50804929,50797704,7225
ENSG00000165970,SLC6A5,20659285,20599594,59691
ENSG00000240027,,63760612,63760358,254
ENSG00000250748,,65642372,65466820,175552
ENSG00000178084,HTR3C,184060673,184053047,7626
ENSG00000279466,,133073983,133073516,467
ENSG00000280217,,131237523,131235511,2012
ENSG00000256695,,120395995,120389502,6493
ENSG00000226469,ADAM1B,111929017,111927018,1999
ENSG00000279581,,130981367,130980667,700
ENSG00000258133,,58395138,58394596,542
ENSG00000286386,,126191406,126165730,25676
ENSG00000259862,,130266725,130249679,17046
ENSG00000242461,RPS15AP32,113054435,113054062,373
ENSG00000241810,HMGN2P13,153067551,153067278,273
ENSG00000256273,,68349959,68344664,5295
ENSG00000250161,TRMT112P5,139845411,139845078,333
ENSG00000257725,LINC02399,89949726,89947693,2033
ENSG00000213264,NIP7P2,132401796,132401253,543
ENSG00000280405,,130145691,130144954,737
ENSG00000256310,NDUFA5P6,126524626,126524248,378
ENSG00000198843,SELENOT,150630445,150602875,27570
ENSG00000280002,,130990028,130988312,1716
ENSG00000277566,,113250042,113249466,576
ENSG00000271408,NAPGP1,88700401,88699683,718
ENSG00000226358,KRT8P38,88728914,88727485,1429
ENSG00000255916,,132331575,132329850,1725
ENSG00000235150,RCBTB2P1,88787061,88785600,1461
ENSG00000173239,LIPM,88820546,88802730,17816
ENSG00000221381,SNORD88B,50799122,50799032,90
ENSG00000236617,,132888583,132887842,741
ENSG00000221241,SNORD88A,50799532,50799442,90
ENSG00000220988,SNORD88C,50802418,50802328,90
ENSG00000286016,,127207706,127130005,77701
ENSG00000284711,,50812707,50808145,4562
ENSG00000279817,,133078392,133077762,630
ENSG00000180279,LINC01869,50818880,50808874,10006
ENSG00000256827,,124006225,124005871,354
ENSG00000257288,,59054184,59052980,1204
ENSG00000256732,,126690318,126610034,80284
ENSG00000257045,,199329362,199325310,4052
ENSG00000167748,KLK1,50823787,50819146,4641
ENSG00000268580,LINC01966,144882033,144877734,4299
ENSG00000236255,,117841658,117833937,7721
ENSG00000205847,OR7E91P,71029893,71024127,5766
ENSG00000188735,TMEM120B,121783001,121712752,70249
ENSG00000136695,IL36RN,113065382,113058638,6744
ENSG00000204020,LIPN,88779626,88759982,19644
ENSG00000232173,OR2H5P,29574836,29573909,927
ENSG00000227609,TMEM183AP1,29577748,29577459,289
ENSG00000201330,SNORD32B,29582332,29582249,83
ENSG00000200887,RNU6-598P,30299673,30299569,104
ENSG00000231301,RPL13AP,29583025,29582508,517
ENSG00000174562,KLK15,50837213,50825289,11924
ENSG00000230125,EEF1A1P39,30302072,30301823,249
ENSG00000235238,SUMO2P1,29636343,29636060,283
ENSG00000259994,,30306066,30302826,3240
ENSG00000285824,,30312026,30309803,2223
ENSG00000250833,DNM1P17,30357365,30353706,3659
ENSG00000241621,GOLGA2P6,30374386,30364410,9976
ENSG00000239625,RN7SL241P,30366299,30366064,235
ENSG00000284277,MIR7162,30368665,30368597,68
ENSG00000214434,NIFKP1,30381062,30380174,888
ENSG00000235679,,30383622,30383400,222
ENSG00000224473,CCND3P1,30403776,30403197,579
ENSG00000107968,MAP3K8,30461833,30434021,27812
ENSG00000232568,RPL23AP35,186261919,186261419,500
ENSG00000225304,,204379792,204379095,697
ENSG00000247626,MARS2,197708395,197705369,3026
ENSG00000164897,TMUB1,151083493,151081085,2408
ENSG00000230391,RPSAP23,115468938,115468056,882
ENSG00000204655,MOG,29672372,29657002,15370
ENSG00000236391,,173356208,173338219,17989
ENSG00000236124,HMGN2P23,112981434,112981166,268
ENSG00000236634,,204473837,204470076,3761
ENSG00000229890,ACTP1,108099492,108099110,382
ENSG00000162989,KCNJ3,154858354,154697855,160499
ENSG00000213262,VDAC2P3,117641639,117640812,827
ENSG00000274423,SEC22B2P,149357612,149345661,11951
ENSG00000285554,,150181429,150173049,8380
ENSG00000213778,HNRNPA1P32,30518861,30517616,1245
ENSG00000232536,,151561855,151540516,21339
ENSG00000287420,,30554625,30529517,25108
ENSG00000287015,,90047109,90045998,1111
ENSG00000228800,,30554483,30553854,629
ENSG00000256374,PPIAL4D,145242124,145241630,494
ENSG00000239744,RN7SL63P,30555904,30555601,303
ENSG00000230298,,30580182,30576699,3483
ENSG00000285630,,30591092,30587706,3386
ENSG00000235522,,105857177,105846534,10643
ENSG00000226734,SNRPGP12,110139426,110139214,212
ENSG00000228417,,110208591,110207850,741
ENSG00000214067,,110257843,110257064,779
ENSG00000110651,CD81,2397397,2376177,21220
ENSG00000119953,SMNDC1,110304938,110290730,14208
ENSG00000287775,,180117163,180095527,21636
ENSG00000133612,AGAP3,151144436,151085831,58605
ENSG00000280457,DUX4L2,190092279,190091005,1274
ENSG00000144120,TMEM177,119686507,119679167,7340
ENSG00000151136,BTBD11,107659642,107318421,341221
ENSG00000249875,,174376445,174354854,21591
ENSG00000249317,,148942415,148940941,1474
ENSG00000248249,,175962485,175962061,424
ENSG00000267968,,50851089,50830530,20559
ENSG00000260596,DUX4,190185942,190173774,12168
ENSG00000268043,NBPF12,146996202,146938744,57458
ENSG00000201850,Y_RNA,68089543,68089449,94
ENSG00000212445,,68189421,68189287,134
ENSG00000262514,,68200981,68199795,1186
ENSG00000142515,KLK3,50860764,50854915,5849
ENSG00000279621,,68200981,68199841,1140
ENSG00000240435,RPS12P27,68209778,68209442,336
ENSG00000260891,,68221671,68212401,9270
ENSG00000144278,GALNT13,154453979,153871922,582057
ENSG00000263276,,68227734,68224713,3021
ENSG00000262160,,68229145,68225969,3176
ENSG00000251253,MTHFD2P4,162323907,162322188,1719
ENSG00000103067,ESRP2,68238102,68229033,9069
ENSG00000168594,ADAM29,174978180,174829668,148512
ENSG00000243368,MCCC1-AS1,183017808,183016255,1553
ENSG00000237806,FAUP2,181242901,181242345,556
ENSG00000243378,,182692285,182691928,357
ENSG00000243187,CCDC39-AS1,180700449,180680084,20365
ENSG00000206199,ANKUB1,149968385,149761100,207285
ENSG00000273143,DUSP5-DT,110496590,110428840,67750
ENSG00000237642,HMGB3P5,110451240,110450629,611
ENSG00000138166,DUSP5,110511533,110497907,13626
ENSG00000104320,NBN,90003228,89933331,69897
ENSG00000214210,,164002465,164001606,859
ENSG00000241985,WWTR1-IT1,149650184,149648997,1187
ENSG00000231574,LINC02015,177899224,177816865,82359
ENSG00000213371,NAP1L1P3,120806745,120805866,879
ENSG00000169903,TM4SF4,149503394,149474697,28697
ENSG00000107951,MTPAP,30374448,30309801,64647
ENSG00000251122,NIFKP2,174923945,174923090,855
ENSG00000250674,,179456095,179455415,680
ENSG00000249421,ADAMTS19-AS1,129461076,129424782,36294
ENSG00000242001,,125681453,125681305,148
ENSG00000239805,,181847885,181847526,359
ENSG00000236182,,188990135,188989382,753
ENSG00000248647,,149276776,149163955,112821
ENSG00000182000,PPIAP73,149984797,149984395,402
ENSG00000121853,GHSR,172448456,172443291,5165
ENSG00000254042,SLIT3-AS2,168720884,168706567,14317
ENSG00000113303,BTNL8,180950906,180899077,51829
ENSG00000240033,,166844956,166835021,9935
ENSG00000287169,,186704086,186701579,2507
ENSG00000250488,LINC02233,159777828,159665833,111995
ENSG00000284259,MIR6773,68233499,68233426,73
ENSG00000261469,,68237667,68236845,822
ENSG00000287207,,122518172,122515006,3166
ENSG00000244668,SNRPCP3,150720836,150719997,839
ENSG00000103066,PLA2G15,68261058,68245304,15754
